Date	Time	Acetic Acid	Acetone	Ammonia	C2H2	C2H4	C3H6	CH4	CO	CO2	Cyclopentene	Ethanol	Formaldehyde	Formic Acid	Furan	Glycolaldehyde	H2O	HCl	HCN	Isobutylene	Methanol	Methyl Formate	Methylpropionate	N2O	Nitrous Acid	NO	NO2	Ozone	SO2
2016/03/04	13:38:56.701	2.6939	89.1150	0.5058	0.0000	0.1973	0.0016	1.7205	0.3921	778.5283	18.2392	0.0000	0.0000	0.2831	0.0000	1.8498	7186.5712	0.0000	1.1616	0.0497	0.4260	0.0410	1.2300	0.4352	1.5212	0.0000	52.2663	0.0000	0.9037
2016/03/04	13:39:11.368	4.2069	3.6862	0.4932	0.0000	0.2075	0.0104	1.7278	0.3966	770.4663	16.2369	0.0000	0.0083	0.2205	0.0000	1.6567	6891.4497	0.0000	1.1048	0.0083	0.4044	0.0402	1.3867	0.5010	1.2308	0.0000	50.6802	0.0000	0.7008
2016/03/04	13:39:20.878	0.8725	2.7646	0.4980	0.0000	0.1371	0.0354	1.7125	0.3371	767.5189	16.0859	0.0000	0.0000	0.1824	0.0000	1.3294	7231.8493	0.0000	1.3214	0.0690	0.3478	0.0054	1.2267	0.4539	1.1326	0.0000	48.1905	0.0687	0.8203
2016/03/04	13:39:30.531	1.0386	2.9498	0.5235	0.0000	0.1423	0.0014	1.7155	0.3462	795.8569	15.8036	0.0000	0.0130	0.1569	0.0000	1.3996	7297.3905	0.0000	1.4078	0.0000	0.4172	0.0150	1.3061	0.5241	0.9744	0.0000	52.6782	0.0000	0.6908
2016/03/04	13:39:40.704	0.8999	92.7873	0.5103	0.0000	0.1266	0.0293	1.6676	0.4281	782.4624	17.6672	0.0000	0.0000	0.1103	0.0000	1.2035	7500.3921	0.0000	1.3194	0.0000	0.4124	0.0723	1.2821	0.4873	1.3331	0.0000	51.3631	0.0000	0.7311
2016/03/04	13:39:50.647	0.4796	2.9993	0.4693	0.0000	0.1733	0.0117	1.6933	0.3647	774.1110	16.8844	0.0000	0.0000	0.1746	0.0000	1.5311	7911.4902	0.0000	1.3762	0.0676	0.4644	0.0436	1.2184	0.4399	1.0550	0.0000	55.9746	0.1277	0.4179
2016/03/04	13:40:00.141	2.4212	94.3899	0.4966	0.0000	0.2766	0.0123	1.6708	0.3618	754.5525	17.2063	0.0000	0.0000	0.2310	0.0000	0.9274	7141.0868	0.0000	0.9714	0.1945	0.3818	0.0507	1.2482	0.4643	1.1181	0.0000	49.1587	0.0354	1.0405
2016/03/04	13:40:09.502	0.4759	94.3806	0.4996	0.0000	0.1262	0.0025	1.6519	0.3278	763.8461	17.2449	0.0000	0.0000	0.1519	0.0000	0.7423	7178.8753	0.0000	1.2148	0.0649	0.3740	0.0224	1.2842	0.4376	1.1662	0.0000	49.9355	0.0000	0.1441
2016/03/04	13:40:25.416	2.8416	2.0428	0.5090	0.0000	0.1667	0.0380	1.6956	0.4070	767.3550	14.3400	0.0005	0.0350	0.2359	0.0000	1.3652	7434.1015	0.0000	1.2345	0.0564	0.3326	0.0539	1.2774	0.4689	1.2906	0.0000	47.6950	0.0000	0.5536
2016/03/04	13:40:34.880	3.0554	19.4463	0.5266	0.0000	0.2274	0.0000	1.6504	0.3340	775.9503	17.3852	0.0000	0.0044	0.2339	0.0000	0.7944	7620.9586	0.0000	1.2170	0.0000	0.4032	0.0499	1.2199	0.4722	1.1964	0.0000	53.5180	0.0726	0.5895
2016/03/04	13:40:44.325	2.9128	4.6609	0.5175	0.0000	0.1381	0.0325	1.6970	0.4319	773.8444	17.7009	0.0000	0.0000	0.2493	0.0000	1.1832	7780.4195	0.0000	1.1615	0.0000	0.3331	0.0282	1.2526	0.4810	1.1950	0.0000	47.2480	0.0000	0.3402
2016/03/04	13:40:54.180	1.6806	82.8706	0.4941	0.0000	0.1992	0.0000	1.7516	0.3450	763.9802	14.2933	0.0000	0.0000	0.1141	0.0000	1.4562	6720.6743	0.0000	1.3880	0.0000	0.3416	0.0194	1.2796	0.4756	1.5007	0.0000	52.6751	0.0000	0.4450
2016/03/04	13:41:03.719	1.2172	2.6444	0.5110	0.0000	0.1705	0.0060	1.7127	0.3576	818.2258	15.3873	0.0000	0.0000	0.2236	0.0000	0.8723	7412.4144	0.0000	1.1960	0.0000	0.3948	0.0211	1.2582	0.4529	1.1851	0.0000	47.4181	0.0000	0.5277
2016/03/04	13:41:13.951	0.6865	3.0436	0.5470	0.0000	0.2756	0.0241	1.7409	0.3140	813.9086	15.5231	0.0000	0.0000	0.1940	0.0000	1.4171	7346.9739	0.0000	1.0950	0.0000	0.3855	0.0000	1.2955	0.4874	1.1518	0.0000	53.4563	0.0000	0.2219
2016/03/04	13:41:23.572	2.8959	3.9075	0.4845	0.0000	0.1562	0.0000	1.7403	0.2901	786.6342	18.3391	0.0000	0.0273	0.2458	0.0000	1.5728	7556.6991	0.0000	1.2677	0.0000	0.3651	0.0337	1.2600	0.4715	1.3178	0.0000	47.8500	0.0000	0.5418
2016/03/04	13:41:33.012	0.6763	3.1501	0.4970	0.0000	0.1822	0.0168	1.6800	0.3501	793.2277	15.2895	0.0000	0.0040	0.2344	0.0000	1.2985	7370.0433	0.0000	1.1430	0.0000	0.3675	0.1136	1.2573	0.4916	1.4350	0.0000	48.7706	0.0000	0.7246
2016/03/04	13:41:47.054	1.0107	87.5885	0.5313	0.0000	0.2288	0.0000	1.7022	0.4017	786.2180	15.5500	0.0000	0.0000	0.1849	0.0000	1.4471	7220.9155	0.0000	1.3574	0.0000	0.3184	0.0166	1.3161	0.4515	1.3922	0.0000	49.0488	0.0000	1.1175
2016/03/04	13:41:56.415	1.3375	79.2907	0.4885	0.0000	0.1668	0.0174	1.7294	0.3496	781.1961	17.6964	0.0000	0.0000	0.2601	0.0000	1.0424	7522.6509	0.0000	1.3317	0.0000	0.3813	0.0531	1.2894	0.5029	1.7191	0.0000	54.3264	0.0000	0.4673
2016/03/04	13:42:05.777	2.5428	4.4375	0.5234	0.0000	0.2819	0.0000	1.7463	0.3559	790.1994	14.5697	0.0000	0.0006	0.2260	0.0000	1.7904	7275.4312	0.0000	1.4165	0.0000	0.4424	0.0263	1.2469	0.4977	1.2194	0.0000	47.3706	0.1898	0.8894
2016/03/04	13:42:15.391	1.3533	74.4763	0.4953	0.0000	0.2158	0.0281	1.6880	0.3809	792.9329	16.2733	0.0000	0.0260	0.3185	0.0000	1.7062	7424.0978	0.0000	1.2954	0.0483	0.4141	0.0579	1.2749	0.4834	1.5105	0.0000	50.8996	0.0000	0.6880
2016/03/04	13:42:24.752	2.2869	2.0584	0.4576	0.0000	0.2335	0.0238	1.7002	0.4145	783.2866	20.6804	0.0000	0.0313	0.1868	0.0000	0.6745	7562.2013	0.0000	1.0343	0.0000	0.4490	0.0785	1.2400	0.4792	1.6751	0.0000	53.8700	0.0000	0.6573
2016/03/04	13:42:34.113	1.2973	3.4308	0.5027	0.0000	0.1823	0.0122	1.7143	0.3559	790.0249	16.8074	0.0016	0.0429	0.1833	0.0000	1.4547	7328.9466	0.0000	0.9662	0.0642	0.3081	0.0531	1.2890	0.4673	1.1004	0.0000	48.7655	0.0971	0.7349
2016/03/04	13:42:48.327	0.6266	76.3639	0.5410	0.0000	0.1907	0.0145	1.7288	0.4321	817.0693	14.2532	0.0000	0.0000	0.2494	0.0000	1.9197	7102.0100	0.0000	1.2766	0.0000	0.3481	0.0124	1.2018	0.4600	1.5946	0.0000	52.5963	0.1253	1.0623
2016/03/04	13:42:58.123	2.7340	47.2549	0.5197	0.0000	0.2350	0.0170	1.6712	0.3769	792.8671	19.6052	0.0000	0.0000	0.1723	0.0000	1.2807	7671.3022	0.0000	1.4712	0.0000	0.4293	0.0420	1.2543	0.5144	1.2017	0.0000	54.7834	0.0000	1.1597
2016/03/04	13:43:07.484	3.2835	4.6227	0.5055	0.0000	0.1083	0.0013	1.7042	0.4008	790.9005	16.5101	0.0000	0.0000	0.2124	0.0000	0.9049	7243.2311	0.0000	1.3012	0.0078	0.3441	0.0274	1.2522	0.4511	1.2298	0.0000	51.6478	0.0000	0.9976
2016/03/04	13:43:17.443	3.8260	94.7073	0.5269	0.0000	0.1890	0.0151	1.7083	0.3817	766.8149	14.9424	0.0000	0.0000	0.1989	0.0000	1.5682	7008.3186	0.0000	1.1295	0.0000	0.3687	0.0000	1.2831	0.4241	1.1699	0.0000	48.4146	0.0000	0.8981
2016/03/04	13:43:26.963	1.0718	7.8670	0.5139	0.0000	0.1969	0.0375	1.6817	0.3871	789.7777	18.4612	0.0000	0.0000	0.2142	0.0000	1.4592	7609.3634	0.0000	1.2077	0.0739	0.3714	0.0373	1.2163	0.4737	1.8498	0.0000	47.1106	0.0000	1.0199
2016/03/04	13:43:36.324	0.4685	4.4944	0.4951	0.0000	0.2027	0.0008	1.6943	0.4250	885.1106	15.5526	0.0000	0.0000	0.1556	0.0000	1.9003	7208.7746	0.0000	1.1799	0.0000	0.3934	0.0339	1.2788	0.4707	1.3809	0.0000	52.7932	0.0000	0.6424
2016/03/04	13:43:45.685	0.8230	6.1052	0.4663	0.0000	0.2478	0.0000	1.7115	0.7772	795.0689	16.8731	0.0000	0.0000	0.2270	0.0000	1.5566	7665.2085	0.0000	1.1378	0.0000	0.4815	0.0122	1.2008	0.4819	1.0176	0.0000	50.5270	0.0646	0.1685
2016/03/04	13:43:55.816	3.8650	7.1805	0.4673	0.0000	0.6874	0.0014	2.0067	7.4812	802.8780	15.4536	0.0000	0.8139	0.3732	0.0000	1.0296	9563.8407	0.0000	1.3978	0.0016	0.7471	0.0817	0.9266	0.5038	1.2215	0.0000	53.4774	0.1259	1.1443
2016/03/04	13:44:08.296	3.5649	6.0712	0.5665	0.0491	2.6899	0.0038	3.5390	34.7951	830.7461	14.7779	0.0000	2.4901	0.6049	0.0000	1.1249	9900.1015	0.0000	1.8364	0.0000	0.8588	0.0382	0.5799	0.4640	1.5089	0.0000	54.6009	0.0000	3.2979
2016/03/04	13:44:17.657	4.1189	19.5846	0.6371	0.2593	4.2482	0.0194	5.1258	58.9825	884.2633	14.9647	0.0000	3.4696	0.7789	0.0000	1.4880	10898.1901	0.0012	2.4193	0.0000	1.1818	0.0771	0.0945	0.0000	1.0262	0.0000	56.2860	0.5668	5.0723
2016/03/04	13:44:27.019	14.1115	23.7732	0.7975	0.7352	6.7646	0.0646	7.2496	99.9407	980.2525	16.6165	0.0000	6.0158	1.4275	0.0000	1.2638	14662.9388	0.0000	2.8703	0.0000	1.8102	0.0171	0.0000	0.0000	1.1830	0.0000	59.0165	0.6079	8.5390
2016/03/04	13:44:38.252	5.4606	12.9958	1.3024	0.2142	4.3974	0.0000	5.3711	68.6638	918.5364	15.0538	0.0000	3.5008	1.2186	0.0000	2.1149	12304.7245	0.0000	2.6750	0.0000	1.3047	0.1058	0.0000	0.0000	1.6880	0.0000	54.0309	0.3953	8.2074
2016/03/04	13:44:47.614	4.4371	11.8518	1.4735	0.3963	4.4366	0.0020	5.7446	72.6021	914.1409	11.6023	0.0000	3.4846	1.0914	0.0000	1.9736	11862.3968	0.0000	3.0160	0.0000	1.4235	0.0014	0.0000	0.0000	1.2601	0.0000	53.7154	0.5659	8.1574
2016/03/04	13:45:01.932	4.1237	15.9984	2.1578	0.5622	5.0827	0.0000	6.8369	105.1702	1027.7819	15.0767	0.0008	4.4472	1.6131	0.0000	1.5873	14101.5512	0.0000	4.2530	0.0000	2.1432	0.1092	0.0000	0.0000	1.3676	0.0000	54.9305	0.9022	11.0581
2016/03/04	13:45:11.293	3.1470	8.5284	2.8033	1.1852	8.3414	0.2346	10.7053	182.1669	1256.4389	11.0963	0.0000	7.6314	1.9679	0.0925	1.7441	19012.2310	0.0000	6.1876	0.0000	2.8462	0.0406	0.0000	0.0000	2.1382	0.0000	56.9325	1.9146	14.0168
2016/03/04	13:45:21.622	6.5289	10.7251	4.8515	1.0280	6.8705	0.2410	9.8481	173.6882	1253.2255	12.5078	0.0000	6.9077	2.4787	0.0000	2.1862	18851.5105	0.0000	6.0396	0.0000	2.8906	0.0144	0.0000	0.0000	1.5218	0.0000	56.4984	1.9296	16.6958
2016/03/04	13:45:31.346	14.1871	8.0677	5.6581	0.8025	6.0519	0.3004	9.8780	166.4309	1307.1592	15.3597	0.0000	7.1248	2.8671	0.0235	1.0045	17959.5733	0.0000	6.5237	0.0000	2.9007	0.0320	0.0000	0.0000	1.3930	0.0000	54.6952	1.9755	17.3044
2016/03/04	13:45:40.760	14.4411	7.6072	5.0593	0.4846	4.1351	0.0838	8.1336	121.9362	1185.2850	11.2958	0.0000	5.1365	2.3386	0.0000	1.0871	14244.8069	0.0000	5.3205	0.0000	2.2303	0.0420	0.0000	0.0000	1.7404	0.0000	50.6858	0.0000	14.5266
2016/03/04	13:45:50.121	18.9477	9.1108	6.5946	0.6582	5.4014	0.0054	10.2215	169.5832	1407.8580	13.6228	0.0000	7.3101	2.7389	0.1111	1.5229	18551.6282	0.0000	6.9426	0.0000	3.0796	0.0723	0.0000	0.0000	1.9993	0.0000	3.8571	2.1717	19.0817
2016/03/04	13:45:59.794	8.4295	10.0274	9.8164	1.0164	8.5643	0.8671	16.1908	251.6440	1820.6452	12.7713	0.0000	12.4225	3.9624	0.2283	1.9519	25836.3210	0.0000	10.2548	0.0000	4.8117	0.0962	0.0000	0.0000	1.9755	0.0000	6.0168	3.0652	27.6138
2016/03/04	13:46:09.342	14.6349	9.3186	7.4365	0.3593	4.3364	0.2184	9.6022	143.3879	1367.9608	10.5680	0.0000	6.4205	3.1573	0.0648	1.9927	16981.7854	0.0000	6.2982	0.0000	2.9599	0.1279	0.0000	0.0000	1.5766	0.0000	51.4363	2.3587	20.3825
2016/03/04	13:46:21.647	13.2833	9.6117	8.6937	0.5658	5.6826	0.4576	11.8327	161.1022	1476.2511	13.2014	0.0000	8.1017	2.9393	0.0584	1.5565	17878.6474	0.0000	7.2570	0.0000	3.3594	0.1563	0.0000	0.0000	1.3118	0.0000	51.9314	2.4901	21.6642
2016/03/04	13:46:26.328	14.0318	10.8088	8.1348	0.3627	5.2709	0.2153	11.2165	146.4696	1443.4732	15.0693	0.0000	7.4897	2.7181	0.0008	1.2232	17139.8268	0.0000	6.3308	0.0000	3.0855	0.0248	0.0000	0.0000	1.8368	0.0000	53.8234	2.2320	20.5363
2016/03/04	13:46:42.494	11.0942	11.6234	14.1499	1.0706	9.4552	1.1223	19.7752	235.4205	1954.8770	11.4946	0.0000	13.2073	3.7151	0.2800	1.6341	24646.9078	0.0000	10.7877	0.0000	5.0418	0.0706	0.0000	0.0000	1.9704	0.0000	4.9868	3.0277	27.8627
2016/03/04	13:46:53.840	8.2638	10.1031	15.2248	0.7739	8.8191	1.3256	19.2285	221.3637	1929.9570	7.2062	0.0012	12.6721	3.9850	0.3730	2.0127	24492.7056	0.0000	10.1685	0.0000	4.9592	0.0433	0.0000	0.0000	1.9467	0.0000	4.7376	3.0202	29.9301
2016/03/04	13:47:03.650	16.5681	10.7682	10.1044	0.3737	5.8252	0.3462	14.0549	144.8427	1511.2221	13.7653	0.0000	7.8333	2.4605	0.0771	1.2797	17392.8435	0.0000	7.1260	0.0000	3.3988	0.0506	0.0000	0.0000	1.5028	0.0000	6.7275	2.2235	20.2083
2016/03/04	13:47:13.779	17.9287	10.1591	16.5094	0.8756	9.5718	1.1923	21.8516	215.9649	1961.0705	13.0960	0.0000	12.4547	3.5332	0.3709	2.1373	24359.4809	0.0000	10.2350	0.0000	4.8781	0.1091	0.0000	0.0000	1.4437	0.0000	8.6257	3.5855	30.5818
2016/03/04	13:47:23.555	10.6157	11.3048	20.9813	1.0085	10.9047	1.7716	24.9851	237.0222	2130.1033	9.7790	0.0000	14.1898	4.0535	0.4401	1.0227	26610.7665	0.0005	10.9705	0.0000	5.5934	0.0572	0.0153	0.0000	1.9536	0.0000	1.2771	3.5587	37.5583
2016/03/04	13:47:33.107	23.3338	9.2316	17.7945	0.6910	9.0231	1.2643	21.5477	199.9007	1924.0602	10.4906	0.0000	11.7113	3.3177	0.4036	2.7211	23248.2177	0.0000	9.1638	0.0000	4.8247	0.0847	0.0000	0.0000	1.8686	0.0000	4.8110	3.3191	31.7383
2016/03/04	13:47:42.882	15.7073	10.7029	14.8231	0.6309	7.8753	0.7984	18.9311	168.8823	1721.9710	16.2998	0.0000	9.5417	2.7385	0.1816	1.5051	20122.4576	0.0000	8.1375	0.0000	4.1248	0.0892	0.0000	0.0000	1.7610	0.0000	7.4834	2.9276	26.8900
2016/03/04	13:47:52.244	21.5993	9.6864	19.1215	0.9180	11.2922	1.5998	24.8138	205.6525	1962.4249	11.1244	0.0000	12.0430	3.1145	0.2806	1.7914	22923.5504	0.0000	9.4242	0.0000	4.7662	0.0282	0.0000	0.0000	1.6142	0.0000	5.2428	3.3890	26.5356
2016/03/04	13:48:01.605	27.3727	11.0396	25.6743	1.4556	16.0885	2.3632	34.0645	261.1254	2285.5584	15.9362	0.0000	15.9886	3.6597	0.5224	1.5105	26926.9019	0.0000	11.4257	0.0000	5.7332	0.0946	0.0000	0.0000	1.7419	0.0000	2.6291	3.5035	34.9499
2016/03/04	13:48:12.686	22.3533	11.5622	20.1841	0.4480	7.2806	1.0921	20.5167	169.0540	1819.9254	12.7103	0.0000	9.8863	3.0162	0.3320	1.4544	20109.9379	0.0000	7.1542	0.0000	4.0980	0.1170	0.0000	0.0000	1.8644	0.0000	5.2559	3.0810	27.3539
2016/03/04	13:48:22.108	9.6800	10.9942	18.4622	0.5974	5.2416	0.7072	16.3021	195.9725	1788.5374	13.3424	0.0000	9.5069	4.4798	0.1602	2.6111	23782.0542	0.0000	5.7708	0.0000	4.0842	0.1079	0.0210	0.0000	1.5937	0.0000	5.4180	3.2180	34.2114
2016/03/04	13:48:31.626	28.5078	3.4103	23.8109	0.8987	6.0144	0.8646	20.4707	242.4440	2143.2138	9.5757	0.0000	7.9527	2.8656	0.3638	1.3140	30405.8193	0.0000	6.6266	0.0000	3.4097	0.2367	0.0000	0.0000	1.3252	0.0000	7.5859	2.4668	24.0210
2016/03/04	13:48:41.073	15.5822	0.3815	21.1723	1.1838	7.1637	0.5202	21.0643	245.1633	2041.9794	9.8938	0.0000	7.5215	2.2945	0.1796	1.4646	29090.4253	0.0000	6.4336	0.0000	3.0949	0.1133	0.0000	0.0000	1.6992	0.0000	5.5717	2.1794	20.3382
2016/03/04	13:48:50.515	7.3794	5.0003	22.2768	1.3070	8.0053	0.2990	21.7096	272.2698	2098.8989	12.4822	0.0000	8.5888	2.4164	0.1941	1.7855	28750.6589	0.0000	6.8059	0.0000	3.4552	0.1028	0.0000	0.0000	1.3513	0.0000	5.0121	2.5568	22.4231
2016/03/04	13:48:55.303	23.9009	3.9041	21.8439	1.1605	6.9443	0.5589	20.2998	257.6542	2092.6106	15.1356	0.0000	7.4213	2.1557	0.1894	2.1303	26904.0458	0.0000	6.6807	0.0000	3.0104	0.1289	0.0000	0.0000	1.5121	0.0000	7.5294	1.9355	17.0618
2016/03/04	13:49:06.537	21.6433	3.8428	19.7947	0.8490	5.1437	0.3838	15.9603	254.8079	1984.1945	13.8172	0.0000	6.6557	2.0722	0.0951	1.3886	25306.8370	0.0005	6.8016	0.0000	2.8395	0.1971	0.0000	0.0000	1.5801	0.0000	6.7107	1.9269	15.2785
2016/03/04	13:49:17.871	8.0604	6.5156	12.6652	0.5260	5.5155	0.2769	11.9813	131.8495	1434.1823	14.5372	0.0000	5.5448	1.5773	0.0000	1.4584	15467.4103	0.0000	4.8701	0.0000	1.9218	0.0321	0.0000	0.0000	1.7076	0.0000	4.0563	1.2721	12.7153
2016/03/04	13:49:30.418	8.5384	7.8522	7.6567	0.2622	4.2052	0.1418	9.7875	97.9370	1274.9683	13.1789	0.0000	3.8089	1.0851	0.0000	1.5011	12527.3098	0.0000	3.8892	0.0000	1.5581	0.0386	0.0000	0.0000	1.4288	0.0000	52.4446	1.1010	9.0041
2016/03/04	13:49:39.860	15.3447	6.8735	8.9713	0.4674	5.2237	0.0368	11.1150	109.5465	1322.5384	15.0454	0.0000	4.5209	1.0456	0.0242	1.4604	13361.3929	0.0000	4.2016	0.0000	1.6633	0.0537	0.0000	0.0000	1.6994	0.0000	52.2946	0.6838	10.2573
2016/03/04	13:49:50.970	7.2580	6.0482	7.9175	0.4710	4.4237	0.0040	10.3500	103.0804	1299.1666	19.7219	0.0000	3.4312	0.7207	0.0623	1.1045	12388.7357	0.0000	4.0065	0.0000	1.3758	0.1027	0.2318	0.0000	1.8573	0.0000	55.3173	0.5510	8.1184
2016/03/04	13:50:05.173	10.2152	6.8102	9.0794	0.4465	4.0120	0.0054	10.4072	115.4907	1396.4673	12.4368	0.0000	3.4507	0.8252	0.0078	0.9909	13312.7124	0.0000	4.5377	0.0000	1.3242	0.1304	0.2608	0.0000	2.0390	0.0000	55.5009	0.7021	8.1715
2016/03/04	13:50:15.550	3.9116	10.5367	6.3935	0.0000	1.8606	0.0011	6.5347	71.4512	1156.0864	17.7524	0.0000	1.6299	0.5115	0.0000	1.4899	10438.3750	0.0000	3.3447	0.0413	1.0005	0.0481	0.6411	0.0000	1.2875	0.0000	52.5139	0.0000	5.2270
2016/03/04	13:50:20.231	3.8467	10.9197	5.8835	0.0679	1.6752	0.0000	5.9585	66.0182	1137.0733	14.9165	0.0000	1.5317	0.5007	0.0000	1.0257	10203.7712	0.0000	2.9507	0.0000	0.9303	0.0847	0.7076	0.7000	1.0257	0.0000	54.2758	0.0000	4.9477
2016/03/04	13:50:34.413	5.0531	9.3480	8.0675	0.2378	2.5854	0.0013	8.4394	97.3728	1350.8521	16.6749	0.0000	2.1997	0.6633	0.0000	1.0393	12172.4777	0.0000	4.6121	0.0000	1.2260	0.0838	0.5345	0.0000	1.8663	0.0000	57.9505	0.2301	6.6211
2016/03/04	13:50:47.346	10.2656	5.6853	10.3740	0.3318	3.2710	0.0119	10.3856	117.9141	1471.0949	16.1858	0.0000	2.7516	0.6962	0.0000	1.4199	13281.7428	0.0000	5.6729	0.0000	1.3552	0.1098	0.3963	0.0000	1.4987	0.0000	54.0131	0.4555	8.1118
2016/03/04	13:50:57.084	5.3523	5.9968	9.7093	0.3124	3.2156	0.0065	10.0062	106.2665	1400.3455	15.0402	0.0000	2.6895	0.6470	0.0706	1.7161	12651.3985	0.0000	4.9492	0.0000	1.3706	0.0824	0.4170	0.0000	1.5308	0.0000	55.3125	0.5586	7.9688
2016/03/04	13:51:06.978	13.2532	4.5085	12.6582	0.5166	4.3008	0.0121	13.3369	136.5944	1585.7427	12.3778	0.0000	3.4552	0.6866	0.0000	1.2738	14356.7093	0.0000	6.1977	0.0000	1.5337	0.1200	0.2150	0.0000	1.3239	0.0000	55.4710	1.0198	5.9751
2016/03/04	13:51:11.658	12.4142	6.3378	13.7030	0.5270	4.2426	0.0263	13.5643	139.9777	1635.0537	13.6821	0.0000	3.6343	0.6274	0.0257	0.9404	14728.2257	0.0000	6.4797	0.0000	1.5546	0.1262	0.3142	0.0000	1.1160	0.0000	55.0433	0.6234	6.2183
2016/03/04	13:51:21.089	3.4349	10.9449	8.0384	0.0612	2.1718	0.0037	7.7503	81.0382	1280.4742	14.6243	0.0000	1.8842	0.5409	0.0000	1.7348	11621.1495	0.0000	4.1180	0.0000	1.1369	0.0957	0.7471	0.0000	1.5712	0.0000	55.1025	0.2177	6.2336
2016/03/04	13:51:31.584	12.5635	4.1224	12.2379	0.4178	3.5350	0.0109	11.7070	116.6981	1507.3847	17.3302	0.0000	2.8133	0.6058	0.0000	0.5889	13270.9111	0.0000	5.6788	0.0000	1.4048	0.0907	0.3970	0.0000	1.0367	0.0000	57.5464	0.4314	5.2062
2016/03/04	13:51:43.204	12.0312	6.8307	13.2325	0.5062	3.9359	0.0057	12.9075	130.3765	1617.3244	12.9529	0.0000	3.2825	0.6589	0.0000	1.0305	14279.9508	0.0000	5.6414	0.0000	1.4305	0.1624	0.3758	0.0000	1.2156	0.0000	61.4646	0.7695	5.8506
2016/03/04	13:51:52.728	3.7594	6.6350	10.7847	0.2411	3.5632	0.0076	11.4587	112.8604	1491.5948	15.2499	0.0000	2.8558	0.5599	0.0000	1.0258	13025.4063	0.0000	4.8498	0.0000	1.3656	0.1637	0.5623	0.0000	1.3828	0.0000	53.0781	0.3635	7.4476
2016/03/04	13:52:02.089	4.3879	11.2623	9.9678	0.1482	2.4896	0.1359	9.0367	92.2095	1396.8523	11.8611	0.0000	2.2387	0.6076	0.0000	1.0775	12324.6348	0.0000	4.7230	0.0000	1.2231	0.1098	0.6195	0.0000	1.3296	0.0000	54.5776	0.6036	7.4994
2016/03/04	13:52:11.548	10.5018	6.7980	11.7158	0.1579	3.3278	0.0000	11.8326	115.0004	1527.6284	15.1228	0.0000	2.8463	0.5826	0.0000	1.5966	13197.5810	0.0000	4.8610	0.0000	1.4284	0.0969	0.5310	0.0000	0.9563	0.0000	58.4994	0.4742	5.3037
2016/03/04	13:52:22.155	4.6754	11.0461	9.8006	0.2505	3.0600	0.0289	10.4807	95.3073	1365.9588	16.1531	0.0000	2.6314	0.6063	0.0038	1.4317	11886.3423	0.0000	4.7794	0.0000	1.1122	0.1077	0.7191	0.0000	1.0192	0.0000	57.8024	0.6666	6.9301
2016/03/04	13:52:32.127	4.1720	5.2216	11.0147	0.2705	3.5035	0.0462	11.8563	108.4922	1496.5699	17.1027	0.0000	2.9264	0.5320	0.0000	1.2056	12896.0918	0.0000	5.3924	0.0000	1.3494	0.1166	0.4097	0.0000	1.1399	0.0000	53.7794	0.3794	7.6156
2016/03/04	13:52:42.220	4.4307	11.7977	9.3417	0.1406	2.6772	0.0032	9.1404	85.1076	1315.2940	15.4779	0.0000	2.5119	0.4797	0.0618	1.2613	11497.8083	0.0000	4.5591	0.0000	1.1838	0.1284	0.6598	0.0000	0.8821	0.0000	55.3023	0.4944	6.7457
2016/03/04	13:52:51.891	10.9463	6.0858	11.2515	0.3575	3.8974	0.0044	12.8457	115.2902	1496.7923	12.8073	0.0000	3.4203	0.6497	0.0306	0.9201	12974.1418	0.0000	5.3877	0.0000	1.4535	0.0516	0.3351	0.0000	1.2070	0.0000	55.0910	0.5856	8.7150
2016/03/04	13:53:03.124	14.5666	6.0654	16.2927	0.5984	5.3962	0.0417	16.7951	145.9746	1734.8740	12.1951	0.0000	4.3695	0.7255	0.0947	1.4138	14565.3532	0.0000	6.2820	0.0000	1.7101	0.1205	0.2185	0.0000	1.4135	0.0000	7.0860	0.5085	6.2729
2016/03/04	13:53:07.805	13.7184	3.4749	14.9617	0.3763	4.6116	0.3093	15.9817	128.0082	1581.2385	15.9195	0.0000	3.8570	0.6124	0.1236	1.3620	13283.2553	0.0000	5.5828	0.0000	1.7132	0.0670	0.1413	0.0000	1.0336	0.0000	56.4504	0.5711	6.7672
2016/03/04	13:53:19.010	13.4579	3.9183	15.1332	0.0000	1.4749	0.0532	7.6127	130.5086	1817.0994	11.0695	0.0000	2.8080	0.6614	0.0000	1.6094	18906.3872	0.0000	2.9256	0.0000	2.3903	0.2107	0.0139	0.0000	1.1586	0.0000	56.8095	1.5674	6.0540
2016/03/04	13:53:33.755	13.3881	2.9681	10.3464	0.0023	1.1336	0.0018	6.9395	125.4082	1771.7226	16.5747	0.0000	1.2396	0.4445	0.0000	1.5432	17235.9143	0.0000	3.1786	0.0000	1.6535	0.2174	0.5370	0.0000	1.1245	0.0000	30.9967	1.0214	3.1931
2016/03/04	13:53:48.044	5.4965	3.9625	10.2518	0.0000	1.1815	0.0215	6.9488	121.3265	1738.4925	12.7787	0.0000	0.9415	0.4103	0.0000	1.0709	15119.5011	0.0000	3.3840	0.0000	1.4705	0.1346	0.7913	0.0000	1.3378	0.0000	54.6778	0.7531	2.2515
